2025-04-03 22:22:52,383 - ERROR - Traceback (most recent call last):
2025-04-03 22:22:52,384 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\main.py", line 131, in <module>
2025-04-03 22:22:52,384 - ERROR - game_tools.update_stats(screen, game_tools.user_health, game_tools.money, round_number, clock)
2025-04-03 22:22:52,384 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\game_tools.py", line 1222, in update_stats
2025-04-03 22:22:52,384 - ERROR - text1 = health_font.render(f"{int(health)}", True, (255, 255, 255))
2025-04-03 22:22:52,384 - ERROR - pygame
2025-04-03 22:22:52,384 - ERROR - .
2025-04-03 22:22:52,384 - ERROR - error
2025-04-03 22:22:52,384 - ERROR - :
2025-04-03 22:22:52,384 - ERROR - Library not initialized
2025-04-03 22:32:01,831 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,831 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:01,831 - INFO - 
2025-04-03 22:32:01,831 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:01,831 - INFO - Active Beacons: 1
2025-04-03 22:32:01,831 - INFO - Damage: 1 -> 4
2025-04-03 22:32:01,831 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:01,831 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:01,832 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:01,832 - INFO - 
2025-04-03 22:32:01,832 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:01,832 - INFO - Effective Radius: 100px
2025-04-03 22:32:01,832 - INFO - Towers in range: 1
2025-04-03 22:32:01,849 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,866 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,884 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,901 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,918 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,936 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,953 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,971 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:01,988 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,006 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,024 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,040 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,059 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,077 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,085 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:02,085 - INFO - 
2025-04-03 22:32:02,085 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:02,085 - INFO - Active Beacons: 1
2025-04-03 22:32:02,085 - INFO - Damage: 1 -> 4
2025-04-03 22:32:02,085 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:02,085 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:02,085 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:02,085 - INFO - 
2025-04-03 22:32:02,085 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:02,085 - INFO - Effective Radius: 100px
2025-04-03 22:32:02,085 - INFO - Towers in range: 1
2025-04-03 22:32:02,093 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,110 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,128 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,146 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,164 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,183 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,200 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,218 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,236 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,254 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,271 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,289 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,306 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,324 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,342 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,342 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:02,342 - INFO - 
2025-04-03 22:32:02,342 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:02,342 - INFO - Active Beacons: 1
2025-04-03 22:32:02,342 - INFO - Damage: 1 -> 4
2025-04-03 22:32:02,342 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:02,342 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:02,342 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:02,342 - INFO - 
2025-04-03 22:32:02,342 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:02,342 - INFO - Effective Radius: 100px
2025-04-03 22:32:02,343 - INFO - Towers in range: 1
2025-04-03 22:32:02,359 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,377 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,393 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,410 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,427 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,445 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,463 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,480 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,498 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,516 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,533 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,550 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,568 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,585 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,594 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:02,596 - INFO - 
2025-04-03 22:32:02,596 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:02,596 - INFO - Active Beacons: 1
2025-04-03 22:32:02,596 - INFO - Damage: 1 -> 4
2025-04-03 22:32:02,596 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:02,596 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:02,596 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:02,596 - INFO - 
2025-04-03 22:32:02,596 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:02,596 - INFO - Effective Radius: 100px
2025-04-03 22:32:02,596 - INFO - Towers in range: 1
2025-04-03 22:32:02,603 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,620 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,637 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,655 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,673 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,690 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,707 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,724 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,741 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,758 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,775 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,792 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,809 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,825 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,842 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,850 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:02,850 - INFO - 
2025-04-03 22:32:02,850 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:02,851 - INFO - Active Beacons: 1
2025-04-03 22:32:02,851 - INFO - Damage: 1 -> 4
2025-04-03 22:32:02,851 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:02,851 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:02,851 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:02,851 - INFO - 
2025-04-03 22:32:02,851 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:02,851 - INFO - Effective Radius: 100px
2025-04-03 22:32:02,851 - INFO - Towers in range: 1
2025-04-03 22:32:02,859 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,876 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,893 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,910 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,927 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,944 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,963 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,980 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:02,998 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,014 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,032 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,049 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,067 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,085 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,103 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,103 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:03,103 - INFO - 
2025-04-03 22:32:03,103 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:03,103 - INFO - Active Beacons: 1
2025-04-03 22:32:03,103 - INFO - Damage: 1 -> 4
2025-04-03 22:32:03,103 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:03,103 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:03,103 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:03,103 - INFO - 
2025-04-03 22:32:03,103 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:03,103 - INFO - Effective Radius: 100px
2025-04-03 22:32:03,103 - INFO - Towers in range: 1
2025-04-03 22:32:03,121 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,137 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,156 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,173 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,189 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,207 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,224 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,240 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,258 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,275 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,293 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,310 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,329 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,345 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,354 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:03,354 - INFO - 
2025-04-03 22:32:03,354 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:03,354 - INFO - Active Beacons: 1
2025-04-03 22:32:03,354 - INFO - Damage: 1 -> 4
2025-04-03 22:32:03,354 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:03,354 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:03,354 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:03,354 - INFO - 
2025-04-03 22:32:03,354 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:03,354 - INFO - Effective Radius: 100px
2025-04-03 22:32:03,355 - INFO - Towers in range: 1
2025-04-03 22:32:03,363 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,381 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,399 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,416 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,433 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,449 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,466 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,484 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,503 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,521 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,538 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,555 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,572 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,589 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,607 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,607 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:03,607 - INFO - 
2025-04-03 22:32:03,607 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:03,607 - INFO - Active Beacons: 1
2025-04-03 22:32:03,607 - INFO - Damage: 1 -> 4
2025-04-03 22:32:03,607 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:03,607 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:03,607 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:03,607 - INFO - 
2025-04-03 22:32:03,607 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:03,607 - INFO - Effective Radius: 100px
2025-04-03 22:32:03,607 - INFO - Towers in range: 1
2025-04-03 22:32:03,625 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,640 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,656 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,672 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,688 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,705 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,722 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,740 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,757 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,774 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,791 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,807 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,824 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,839 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,856 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,865 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:03,867 - INFO - 
2025-04-03 22:32:03,867 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:03,867 - INFO - Active Beacons: 1
2025-04-03 22:32:03,867 - INFO - Damage: 1 -> 4
2025-04-03 22:32:03,867 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:03,867 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:03,867 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:03,867 - INFO - 
2025-04-03 22:32:03,867 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:03,867 - INFO - Effective Radius: 100px
2025-04-03 22:32:03,867 - INFO - Towers in range: 1
2025-04-03 22:32:03,874 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,890 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,907 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,922 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,940 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,957 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,976 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:03,992 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,008 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,026 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,043 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,060 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,078 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,096 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,113 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,122 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:04,122 - INFO - 
2025-04-03 22:32:04,122 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:04,122 - INFO - Active Beacons: 1
2025-04-03 22:32:04,122 - INFO - Damage: 1 -> 4
2025-04-03 22:32:04,122 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:04,122 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:04,122 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:04,122 - INFO - 
2025-04-03 22:32:04,123 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:04,123 - INFO - Effective Radius: 100px
2025-04-03 22:32:04,123 - INFO - Towers in range: 1
2025-04-03 22:32:04,131 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,149 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,166 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,183 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,200 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,218 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,234 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,253 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,271 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,290 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,306 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,324 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,342 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,359 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,377 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,377 - INFO - total speed=3.6666666666666665
2025-04-03 22:32:04,377 - INFO - 
2025-04-03 22:32:04,377 - INFO - Tower: CheddarCommando at (449, 254)
2025-04-03 22:32:04,377 - INFO - Active Beacons: 1
2025-04-03 22:32:04,377 - INFO - Damage: 1 -> 4
2025-04-03 22:32:04,377 - INFO - Radius: 125px -> 187.5px
2025-04-03 22:32:04,377 - INFO - Fire Rate: 750ms -> 500.0ms
2025-04-03 22:32:04,377 - INFO - Reload Time: 1500.0ms
2025-04-03 22:32:04,377 - INFO - 
2025-04-03 22:32:04,377 - INFO - === Beacon at (401, 277) Update ===
2025-04-03 22:32:04,377 - INFO - Effective Radius: 100px
2025-04-03 22:32:04,377 - INFO - Towers in range: 1
2025-04-03 22:32:04,394 - INFO - spawning projectile (spool level: 80.0, mag size: 100)
2025-04-03 22:32:04,522 - ERROR - Traceback (most recent call last):
2025-04-03 22:32:04,522 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\main.py", line 130, in <module>
2025-04-03 22:32:04,523 - ERROR - game_tools.update_towers(screen)
2025-04-03 22:32:04,523 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\game_tools.py", line 1205, in update_towers
2025-04-03 22:32:04,523 - ERROR - tower.render(scrn)
2025-04-03 22:32:04,523 - ERROR -   File "C:\Users\austi\PycharmProjects\YummyTD\game_tools.py", line 2789, in render
2025-04-03 22:32:04,523 - ERROR - screen.blit(self.image, self.rect.topleft)
2025-04-03 22:32:04,524 - ERROR - pygame
2025-04-03 22:32:04,524 - ERROR - .
2025-04-03 22:32:04,524 - ERROR - error
2025-04-03 22:32:04,524 - ERROR - :
2025-04-03 22:32:04,524 - ERROR - display Surface quit
2025-04-03 22:34:01,104 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:01,510 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:01,885 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:02,267 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:02,648 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:03,030 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:05,796 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:06,173 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:06,551 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:06,758 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:06,930 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:07,308 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:07,690 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:10,452 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:10,834 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:11,216 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:11,476 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:11,598 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:11,973 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:12,349 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:15,116 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:15,495 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:15,873 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:15,943 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:16,252 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:16,635 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:17,013 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:19,778 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:20,154 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:20,529 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:20,782 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:20,907 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:21,285 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:21,665 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:22,946 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:23,486 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:24,431 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:24,815 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:25,191 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:25,571 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:25,953 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:26,246 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:26,330 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:26,730 - INFO - Bottom Upgrade: 2, Shot Count: 2
2025-04-03 22:34:27,638 - INFO - Bottom Upgrade: 2, Shot Count: 3
2025-04-03 22:34:27,699 - INFO - spawning projectile (spool level: 0.4, mag size: 65)
2025-04-03 22:34:28,142 - INFO - Bottom Upgrade: 2, Shot Count: 4
2025-04-03 22:34:28,318 - INFO - spawning projectile (spool level: 1.6, mag size: 64)
2025-04-03 22:34:28,625 - INFO - Bottom Upgrade: 2, Shot Count: 5
2025-04-03 22:34:28,733 - INFO - spawning projectile (spool level: 2.4, mag size: 63)
2025-04-03 22:34:28,965 - INFO - spawning projectile (spool level: 4.7, mag size: 100)
2025-04-03 22:34:29,057 - INFO - spawning projectile (spool level: 11.1, mag size: 100)
2025-04-03 22:34:29,092 - INFO - Bottom Upgrade: 2, Shot Count: 1
2025-04-03 22:34:29,092 - INFO - Bottom Upgrade: 2, Shot Count: 6
2025-04-03 22:34:29,127 - INFO - spawning projectile (spool level: 16.1, mag size: 100)
2025-04-03 22:34:29,179 - INFO - spawning projectile (spool level: 19.7, mag size: 100)
